address,price,dong_may,cpu,ram,o_cung,man_hinh,card_man_hinh,kich_thuoc,khoi_luong,pin,he_dieu_hanh,do_phan_giai
https://phongvu.vn/asus-zenbook-um5302ta-lx087w--s220801589,29990000,ASUS,AMD Ryzen 5 6600U,8GB Onboard,512GB SSD M.2 NVMe,13.3 inch,Onboard  AMD Radeon 660M,29.67 x 21.05 x 1.49 cm,1.1,4 cell,Windows 11 Home,2880 x 1800
https://phongvu.vn/asus-vivobook-a1403za-km067w--s220801587,20490000,ASUS,Intel Core i5-12500H,1 x 8GB Onboard,256GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,31.71 x 22.20 x 1.99 cm,1.6,3 cell,Windows 11 Home,2880 x 1800
https://phongvu.vn/hp-probook-450-g9-6m0z9pa--s220800857,26990000,HP,Intel Core i7-1255U,1 x 16GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.94 x 23.39 x 1.99 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/laptop-hp-probook-450-g9-6m0z8pa--s220800856,25590000,HP,Intel Core i7-1255U,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.94 x 23.39 x 1.99 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/laptop-lg-gram-16zd90q-g-ax55a5--s220707618,39990000,LG,Intel Core i5-1240P,16GB,512GB SSD M.2 NVMe,16 inch,Onboard  Intel Iris Xe Graphics,35.45  x 24.21  x 1.68 cm,1.2,80 Wh  Pin liền,Free DOS,2560 x 1600
https://phongvu.vn/laptop-lg-gram-17zd90q-g-ax73a5--s220707620,42990000,LG,Intel Core i7 1260P,16GB,256GB SSD M.2 NVMe,17 inch,Onboard  Intel Iris Xe Graphics,37.88  x 25.88  x 1.77 cm,1.3,80 Wh  Pin liền,Free DOS,2560 x 1600
https://phongvu.vn/laptop-lenovo-ideapad-3-15iau7-82rk001nvn--s220700823,15290000,Lenovo,Intel Core i3-1215U,1 x 8GB Onboard,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel UHD Graphics,35.92 x 23.65 x 1.99 cm,1.63,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/acer-aspire-7-a715-43g-r8ga-nh-qhdsv-002--s220700828,21990000,ACER,AMD Ryzen 5 5625U,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050  4GB  GDDR6 / AMD Radeon Graphics,36.34  x 25.45 x 2.29 cm,2.1,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/hp-probook-440-g9-6m0x3pa--s220700503,21490000,HP,Intel Core i5-1235U,1 x 8GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,3219 x 2139 x 199 cm,1.4,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/laptop-hp-probook-440-g9-6m0x8pa--s220700504,26890000,HP,Intel Core i7-1255U,1 x 16GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,3219 x 2139 x 199,1.4,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/laptop-hp-pavilion-15-eg2035tx-6k781pa--s220610036,20590000,HP,Intel Core i5-1235U,2 x 4GB,512GB SSD M.2 NVMe,15.6 inch,GeForce MX550  2GB  GDDR6 / Intel Iris Xe Graphics,36.02 x 23.4 x 1.79 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/laptop-hp-pavilion-15-eg2037tx-6k783pa--s220610038,19590000,HP,Intel Core i5-1235U,2 x 4GB,256GB SSD M.2 NVMe,15.6 inch,GeForce MX550  2GB  GDDR6 / Intel Iris Xe Graphics,36.02 x 23.4 x 1.79 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/laptop-hp-pavilion-15-eg2038tx-6k784pa--s220610039,19590000,HP,Intel Core i5-1235U,2 x 4GB,256GB SSD M.2 NVMe,15.6 inch,GeForce MX550  2GB  GDDR6 / Intel Iris Xe Graphics,36.02 x 23.4 x 1.79 cm,1.7,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/laptop-lenovo-yoga-7-14acn6-82n7002mvn--s220605622,24990000,Lenovo,AMD Ryzen 5 5600U,8GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  AMD Radeon Graphics,32.04 x 21.46 x 1.568 ~ 1.77 cm,1.5,71 Wh  Pin liền,Windows 11 Home,1920 x 1080
https://phongvu.vn/asus-vivobook-a1403za-km161w--s220503381,20490000,ASUS,Intel Core i5-12500H,8GB Onboard,256GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,31.71 x 22.20 x 1.99 cm,1.6,3 cell,Windows 11 Home,2880 x 1800
https://phongvu.vn/asus-vivobook-a1503za-l1422w--s220503382,20990000,ASUS,Intel Core i5-12500H,8GB Onboard,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.68 x 22.76 x 1.99 cm,1.7,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/acer-aspire-5-a515-57-52y2-nx-k3ksv-003--s220500382,19990000,ACER,Intel Core i5-1235U,2 x 4GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,36.29 x 23.78 x 1.79 cm,1.7,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/acer-predator-helios-ph315-55-751d--s220500383,59990000,ACER,Intel Core i7-12700H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3070Ti  8GB  GDDR6 / Intel Iris Xe Graphics,35.94 x 27.64 x 2.555 cm,2.4,4 cell,Windows 11 Home SL,2560 x 1440
https://phongvu.vn/asus-tuf-gaming-fa507rm-hn018w--s220401035,32990000,ASUS,AMD Ryzen 7 6800H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3060  6GB  GDDR6 / AMD Radeon 680M,35.4 x 25.1 x 2.49 cm,2.2,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/asus-tuf-gaming-fx506hc-hn144w--s220303079,21990000,ASUS,Intel Core i5-11400H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050  4GB  GDDR6 / Intel UHD Graphics,35.9 x 25.6 x 2.45 cm,2.3,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/asus-tuf-gaming-fa507rr-hn835w--s220401036,42990000,ASUS,AMD Ryzen 7 6800H,1 x 16GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3070  8GB  GDDR6 / AMD Radeon 680M,35.4 x 25.1 x 2.49 cm,2.2,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/asus-vivobook-pro-m3401qa-km025w--s220202624,20990000,ASUS,Ryzen 7 5800H,8GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  AMD Radeon Graphics,31.74 x 22.85 x 1.92 cm,1.5,3 cell,Windows 11 Home,2880 x 1800
https://phongvu.vn/asus-vivobook-pro-m3401qa-km006w--s211208142,18990000,ASUS,AMD Ryzen 5 5600H,8GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  AMD Radeon Graphics,31.74 x 22.85 x 1.93 cm,1.4,3 cell,Windows 11 Home,2880 x 1800
https://phongvu.vn/asus-vivobook-x415ea-ek675w-i3-1115g4--s211108439,9990000,ASUS,Intel Core i3-1115G4,1 x 4GB Onboard,256GB SSD M.2 NVMe,14 inch,Onboard  Intel UHD Graphics,32.54 x 21.6 x 1.99 cm,1.6,2 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-acer-travelmate-p2-tmp214-53-5571-nx-vpnsv-01v-i5-1135g7-den--s211006749,20590000,ACER,Intel Core i5-1135G7,1 x 16GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.8 x 23.6 x 1.99 cm,1.6,3 cell,,1920 x 1080
https://phongvu.vn/acer-nitro-5-eagle-an515-57-54mv-nh-qensv-003--s210901841,25990000,ACER,Intel Core i5-11400H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050  4GB  GDDR6 / Intel UHD Graphics,36.34  x 25.5  x 2.39 cm,2.2,4 cell,Windows 11,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-vivobook-14-oled-m1405ya-km047w-amd-ryzen-5-7530u-bac--s231103400,17990000,ASUS,AMD Ryzen 5 7530U,8GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  AMD Radeon Graphics,31.71 x 22.20 x 1.99 cm,1.6,3 cell,Windows 11 Home,2880 x 1800
https://phongvu.vn/apple-macbook-pro-16-inch-2023-m3-pro-18gb-1tb-ssd--p534267?sku=231100746,69990000,APPLE,Apple M3 Pro,,1TB SSD,16 inch,,35.57 x 24.81 x 1.68 cm,2.2,,macOS,3456 x 2234
https://phongvu.vn/apple-macbook-pro-16-inch-2023-m3-max-48gb-1tb-ssd--p534250?sku=231100730,104690000,APPLE,Apple M3 Max,,1TB SSD,16 inch,,35.57 x 24.81 x 1.68 cm,2.2,,macOS,3456 x 2234
https://phongvu.vn/apple-macbook-pro-14-inch-m3-pro-18gb-512gb-ssd--p534244?sku=231100724,51090000,APPLE,Apple M3 Pro,,512GB SSD,14 inch,,31.26 x 22.12 x 1.55 cm,1.6,,macOS,3024 x 1964
https://phongvu.vn/apple-macbook-pro-14-inch-m3-8gb-512gb-ssd--p534247?sku=231100727,40890000,APPLE,Apple M3,,512GB SSD,14 inch,,31.26 x 22.12 x 1.55 cm,1.6,,macOS,3024 x 1964
https://phongvu.vn/apple-macbook-pro-m3-max-36gb-1tb-ssd--p534246?sku=231100723,81690000,APPLE,Apple M3 Max,,1TB SSD,14 inch,,31.26 x 22.12 x 1.55 cm,1.6,,macOS,3024 x 1964
https://phongvu.vn/apple-macbook-pro-14-inch-m3-pro-18gb-1tb-ssd--p534245?sku=231100722,61290000,APPLE,Apple M3 Pro,,1TB SSD,14 inch,,31.26 x 22.12 x 1.55 cm,1.6,,macOS,3024 x 1964
https://phongvu.vn/apple-macbook-pro-16-inch-2023-m3-pro-18gb-512gb-ssd--p534238?sku=231100718,66390000,APPLE,Apple M3 Pro,,512GB SSD,16 inch,,35.57 x 24.81 x 1.68 cm,2.2,,macOS,3456 x 2234
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-450-g10-873j6pa-i5-1340p-bac--s231004216,22590000,HP,Intel Core i5-1340P,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.94 x 23.39 x 1.99 cm,1.8,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/apple-macbook-pro-16-inch-2023-m3-pro-36gb-512gb-ssd--p534239?sku=231100716,76590000,APPLE,Apple M3 Pro,,512GB SSD,16 inch,,35.57 x 24.81 x 1.68 cm,2.2,,macOS,3456 x 2234
https://phongvu.vn/may-tinh-xach-tay-laptop-msi-modern-15-b12m-628vn-i5-1235u-den--s231004214,14490000,MSI,Intel Core i5-1235U,16GB Onboard,512GB SSD,15.6 inch,Onboard  Intel Iris Xe Graphics,359  x 241 x 19.9 mm,1.75,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-loq-15aph8-82xt00akvn-amd-ryzen-7-7840hs-xam--s231004212,28990000,Lenovo,AMD Ryzen 7 7840HS,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 4050  6GB  GDDR6 / AMD Radeon 760M,35.96 x 26.48 x 2.21-2.52 cm,2.4,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-loq-15aph8-82xt00btvn-amd-ryzen-5-7640hs-xam--s231004211,26990000,Lenovo,AMD Ryzen 5 7640HS,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 4050  6GB  GDDR6 / AMD Radeon 760M,35.96 x 26.48 x 2.21-2.52 cm,2.4,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-3530-n5i5791w1-i5-1335u-den--s231004208,20290000,Dell,Intel Core i5-1335U,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,358.50 x 235.56  x 18.99 mm,1.6,3 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-pavilion-x360-14-ek1047tu-80r25pa-i7-1355u-vang--s231004206,27290000,HP,Intel Core i7-1355U,16GB Onboard,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.2 x 21.0 x 1.99 cm,1.5,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-15-fb1022ax-94f19pa-amd-ryzen-5-7535hs-bac--s231004204,25490000,HP,AMD Ryzen 5 7535HS,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 2050  4GB  GDDR6 / AMD Radeon 660M,35.79 x 25.5 x 2.35 cm,2.3,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/apple-macbook-air-15-m2-16gb-256gb-ssd--p531696?sku=231002851,39990000,APPLE,Apple M2,,256GB SSD,15.3 inch,,1.15 x 34.04 x 23.76 cm,1.5,,macOS,2880 x 1864
https://phongvu.vn/apple-macbook-air-15-m2-2023-8gb-512gb-ssd--p515909?sku=231002850,39990000,APPLE,Apple M2,,512GB SSD,15.3 inch,,1.15 x 34.04 x 23.76 cm,1.5,,macOS,2880 x 1864
https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-5-a515-58gm-59lj-nx-kq4sv-001-i5-13420h-xam--s231004181,20490000,ACER,Intel Core i5-13420H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 2050  4GB  GDDR6 / Intel Iris Xe Graphics,361 x 237 x 17.9 mm,1.7,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/apple-macbook-air-15-m2-8gb-256gb-ssd--p531693?sku=231002849,34790000,APPLE,Apple M2,,256GB SSD,15.3 inch,,1.15 x 34.04 x 23.76 cm,1.5,,macOS,2880 x 1864
https://phongvu.vn/apple-macbook-pro-16-inch-2023-m2-max-64gb-1tb-ssd--p531165?sku=231002205,100190000,APPLE,Apple M2 Max,,1TB SSD,16.2 inch,,1.68 x35.57 x 24.81 cm,2.1,,macOS,3456 x 2234
https://phongvu.vn/may-tinh-xach-tay-laptop-lenovo-yoga-slim-6-14irh8-83e00008vn-i7-13700h-xam-den--s231002103,24990000,Lenovo,Intel Core i7-13700H,1 x 16GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,312 x 221 x 14.9 mm,1.4,3 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-elitebook-630-g10-873f2pa-i7-1355u-bac--s231000908,27790000,HP,Intel Core i7-1355U,1 x 16GB,512GB SSD M.2 NVMe,13.3 inch,Onboard  Intel Iris Xe Graphics,30.69 x 20.84 x 1.59,1.3,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-450-g10-873d3pa-i7-1355u-bac--s231000907,26990000,HP,Intel Core i7-1355U,1 x 16GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.94 x 23.39 x 1.99 cm,1.7,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-450-g10-873d1pa-i5-1335u-bac--s231000906,22590000,HP,Intel Core i5-1335U,1 x 16GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.94 x 23.39 x 1.99 cm,1.7,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-acer-swift-14-sf14-71t-75cv-nx-kersv-003-i7-13700h-xanh-la--s230904126,40990000,ACER,Intel Core i7-13700H,32GB,1TB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,310.5 x 213.3 x 14.95 mm,1.2,56 Wh  Pin liền,Windows 11 Home,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-acer-aspire-7-a715-76-53pj-nh-qgesv-007-i5-12450h-den--s230904124,16990000,ACER,Intel Core i5-12450H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel UHD Graphics,362.3 x 237.4 x 19.9 mm,2.1,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-450-g10-873j7pa-i5-1340p-bac--s230903491,23590000,HP,Intel Core i5-1340P,1 x 16GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.94 x 23.39 x 1.99 cm,1.8,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-acer-nitro-5-an515-58-5193-nh-qlzsv-004-i5-12450h-den--s230903489,28990000,ACER,Intel Core i5-12450H,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 4050  6GB  GDDR6 / Intel UHD Graphics,360.4 x 271.09 x 25.9 mm,2.5,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-14-5430-71015633-i7-1360p-bac--s230903467,31490000,Dell,Intel Core i7-1360P,16GB Onbard,1TB SSD M.2 NVMe,14 inch,RTX 2050  4GB  GDDR6 / Intel Iris Xe Graphics,31.40 x 22.66 x 1.85 cm,1.8,4 cell,Windows 11 Home SL + Office Home & Student 2021,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-15-fd0083tu-8d736pa-i7-1355u-bac--s230903465,22490000,HP,Intel Core i7-1355U,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.98 x 23.6 x 1.86 cm,1.6,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-15-fd0081tu-8d734pa-i5-1335u-bac--s230903462,18790000,HP,Intel Core i5-1335U,2 x 4GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.98 x 23.6 x 1.86 cm,1.6,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-450-g10-873l0pa-i7-1360p-bac--s230901486,27690000,HP,Intel Core i7-1360P,1 x 16GB,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel Iris Xe Graphics,35.94 x 23.39 x 1.99 cm,1.8,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-16-5630-i7p165w11sl2050-i7-1360p-bac--s230901141,30990000,Dell,Intel Core i7-1360P,2 x 8GB Onbard,512GB SSD M.2 NVMe,16 inch,RTX 2050  4GB  GDDR6 / Intel Iris Xe Graphics,(Front: 15.42 mm; Rear: 18.20 mm) x 356.78 x 251.70 mm,1.9,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-14-5430-i5p165w11sl2050-i5-1340p-bac--s230901140,29790000,Dell,Intel Core i5-1340P,2 x 8GB Onbard,512GB SSD M.2 NVMe,14 inch,RTX 2050  4GB  GDDR6 / Intel Iris Xe Graphics,(Front: 16.49/15.74 - Rear: 18.52/17.67 mm) x 314.00 x 226.60 mm,1.8,4 cell,Windows 11 Home SL + Office Home & Student 2021,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-5630-i5u165w11gru-i5-1335u-xam--s230901138,25690000,Dell,Intel Core i5-1335U,2 x 8GB,512GB SSD M.2 NVMe,16 inch,Onboard  Intel Iris Xe Graphics,15.67 - 17.95 x 356.78 x 251.90 mm,1.9,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-xps-13-plus-9320-1y0wg-i7-1360p-bac--s230901137,59990000,Dell,Intel Core i7-1360P,16GB Onboard,512GB SSD M.2 NVMe,13.4 inch,Onboard  Intel Iris Xe Graphics,29.53 x 19.90 x 1.53 cm,1.3,3 cell,Windows 11 Home SL + Office Home & Student 2021,3456 x 2160
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-14-5430-20dy31-i7-1360p-bac--s230901136,26990000,Dell,Intel Core i7-1360P,16GB Onboard,1TB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,31.40 x 22.66 x 1.85 cm,1.6,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-inspiron-16-5630-h6krv-i5-1340p-bac--s230901135,28090000,Dell,Intel Core i5-1340P,16GB Onboard,512GB SSD M.2 NVMe,16 inch,RTX 2050  4GB  GDDR6 / Intel Iris Xe Graphics,35.68 x 25.17 x 1.82 cm,1.8,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-14-ep0110tu-8c5k9pa-i7-1355u-bac--s230901129,21990000,HP,Intel Core i7-1355U,2 x 8GB,512GB SSD M.2 NVMe,14 inch,Onboard  Intel Iris Xe Graphics,32.37 x 21.5 x 1.79 cm,1.4,3 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-16-s0077ax-8c5n6pa-amd-ryzen-7-7840hs-den--s230901120,31690000,HP,AMD Ryzen 7 7840HS,2 x 8GB,512GB SSD M.2 NVMe,16.1 inch,RTX 3050  6GB  GDDR6 / AMD Radeon 780M,36.9 x 25.94 x 2.39 cm,2.3,4 cell,Windows 11 Home SL,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-victus-16-s0078ax-8c5n7pa-amd-ryzen-5-7640hs-den--s230803455,27390000,HP,AMD Ryzen 5 7640HS,2 x 8GB,512GB SSD M.2 NVMe,16.1 inch,RTX 3050  6GB  GDDR6 / AMD Radeon 760M,36.9 x 25.94 x 2.29 cm,2.3,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-hp-probook-440-g10-873a2pa-i3-1315u-bac--s230704095,16990000,HP,Intel Core i3-1315U,1 x 8GB,256GB SSD M.2 NVMe,14 inch,Onboard  Intel UHD Graphics,32.19 x 21.39 x 1.99 cm,1.4,3 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-vostro-16-5630-tht7n-i7-1360p-bac--s230502460,31990000,Dell,Intel Core i7-1360P,16GB Onboard,512GB SSD M.2 NVMe,16 inch,RTX 2050  4GB  GDDR6 / Intel Iris Xe Graphics,35.678 x 25.190 x 1.795 cm,1.8,4 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-gaming-g15-5530-i7h165w11gr4060-i7-13650hx-xam--s230402239,42990000,Dell,Intel Core i7-13650HX,2 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 4060  8GB  GDDR6 / Intel UHD Graphics 710,21.28 - 26.15 x 357.26 x 274.52 mm,2.6,3 cell,Windows 11 Home SL + Office Home & Student 2021,1920 x 1080
https://phongvu.vn/laptop-lg-gram-16zd90r-g-ax55a5-i5-1340p-den--s230401852,39990000,LG,Intel Core i5-1340P,16GB Onboard,512GB SSD M.2 NVMe,16 inch,Onboard  Intel Iris Xe Graphics,35.51 cm x 24.23 cm x 1.68 cm,1.2,80 Wh  Pin liền,No OS,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-vivobook-pro-16-oled-k6602vv-mx077w-i9-13900h-bac--s230304302,46990000,ASUS,Intel Core i9-13900H,16GB (8GB + 8GB Onboard),1TB SSD M.2 NVMe,16 inch,RTX 4060  8GB  GDDR6 / Intel Iris Xe Graphics,35.53 x 25.20 x 1.99 ~ 2.00 cm,1.9,6 cell,Windows 11 Home,3200 x 2000
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-gaming-rog-g614ji-n4084w-i7-13650hx-xam--s230304289,60990000,ASUS,Intel Core i7-13650HX,1 x 16GB,1TB SSD M.2 NVMe,16 inch,RTX 4070  8GB  GDDR6 / Intel UHD Graphics 710,35.4 x 26.4 x 2.26 ~ 3.04 cm,2.5,4 cell,Windows 11 Home,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-gaming-rog-g614ju-n3777w-i7-13650hx-xam--s230304288,43990000,ASUS,Intel Core i7-13650HX,2 x 8GB,512GB SSD M.2 NVMe,16 inch,RTX 4050  6GB  GDDR6 / Intel UHD Graphics 710,35.4 x 26.4 x 2.26 ~ 3.04 cm,2.5,4 cell,Windows 11 Home,1920 x 1200
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-gaming-rog-g614ju-n3135w-i5-13450h-xam--s230304287,37990000,ASUS,Intel Core i5-13450HX,1 x 8GB,512GB SSD M.2 NVMe,16 inch,RTX 4050  6GB  GDDR6 / Intel UHD Graphics 710,35.4 x 26.4 x 2.26 ~ 3.04 cm,2.5,4 cell,Windows 11 Home,1920 x 1200
https://phongvu.vn/apple-macbook-pro-16-m2-pro-16gb-512gb-ssd--p506575?sku=230302093,65090000,APPLE,Apple M2 Pro,,512GB SSD,16.2 inch,,35.57 x 24.81 x 1.68 cm,2.1,,macOS,3456 x 2234
https://phongvu.vn/apple-macbook-pro-14-m2-pro-16gb-1tb-ssd--p506572?sku=230302090,65090000,APPLE,Apple M2 Pro,,1TB SSD,14.2 inch,,31.26 x 22.12 x 1.55 cm,1.6,,macOS,3024 x 1964
https://phongvu.vn/asus-gaming-rog-strix-g513ie-hn246w--s220802898,26990000,ASUS,AMD Ryzen 7 4800H,1 x 8GB,512GB SSD M.2 NVMe,15.6 inch,RTX 3050Ti  4GB  GDDR6 / AMD Radeon Graphics,35.4 x 25.9 x 2.06 ~ 2.59 cm,2.1,4 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/apple-macbook-pro-m2-2022-13-inch-16gb-256gb-ssd--p443139?sku=220802320,39050000,APPLE,Apple M2,,256GB SSD,13.3 inch,,30.41 x 21.24 x 1.56 cm,1.4,,macOS,2560 x 1600
https://phongvu.vn/apple-macbook-air-m2-2022-13-inch-8gb-256gb-ssd--p440566?sku=220700051,31900000,APPLE,Apple M2,,256GB SSD,13.6 inch,,30.41 x 21.5 x 1.13 cm,1.3,,macOS,2560 x 1664
https://phongvu.vn/macbook-air-2020-13-3-mgn93sa-a-m1-8gb-ssd-256gb--p136900?sku=201201617,28990000,APPLE,Apple M1,,256GB SSD,13.3 inch,,30.41 x 21.24 x 0.41–1.61 cm,1.3,,macOS,2560 x 1600
https://phongvu.vn/may-tinh-xach-tay-laptop-asus-vivobook-x515ea-ej3633w-i3-1115g4-bac--s230400586,11290000,ASUS,Intel Core i3-1115G4,8GB Onboard,512GB SSD M.2 NVMe,15.6 inch,Onboard  Intel UHD Graphics,36.00 x 23.50 x 1.99 cm,1.8,2 cell,Windows 11 Home,1920 x 1080
https://phongvu.vn/may-tinh-xach-tay-laptop-dell-mobile-precision-workstation-7680-71024676-i9-13950hx-xam--s231103686,88200000,Dell,Intel Core i9-13950HX,2 x 16GB,1TB SSD M.2 NVMe,16 inch,RTX 2000  8GB  GDDR6 / Intel UHD Graphics 770,22.30 x 356 x 258.34 (mm),2.6,6 cell,Windows 11 Pro,1920 x 1200
